PRDLST_NM,BSSH_NM,
멋진칼슘(딸기맛),(주)뉴팜,
마더스밸런스1,코스맥스바이오(주),
마더스엽산600,코스맥스바이오(주),
뉴한빛골드칼슘,네이처퓨어코리아(주),
MR-10유스포맨,(주)서흥,
닥터마그네슘프리미엄,(주)한풍네이처팜,
마법공주,(주)한국씨엔에스팜,
칼슘+마그네슘+비타민D,(주)비오팜,
칠드런스포뮬라,콜마비앤에이치(주)음성공장,
츄어블멀티비타민미네랄레벨업,(주)네추럴에프앤피2공장,
6년근태극삼농축액20,대동고려삼(주),
진홍삼정,대동고려삼(주),
동결건조마늘분말,(재)전남바이오산업진흥원식품산업연구센터,
마더스밸런스2,코스맥스엔비티(주),
퓨어스멀티비타민미네랄프리미엄,(주)네추럴에프앤피2공장,
파워킹프로폴리스스틱,(주)농업회사법인비엔케어,
파워킹프로폴리스리퀴드,(주)농업회사법인비엔케어,
간보원,주식회사바이오에비뉴,
인삼농축액,(주)비티진,
솔톡,(주)한국씨엔에스팜,
속편한관절비즈왁스알코올,코스맥스바이오(주),
발포가르시니아버블샷라임맛,네이처퓨어코리아(주),
발포가르시니아버블샷파인애플맛,네이처퓨어코리아(주),
홍삼농축액분말11,(주)비티진,
헤모철플러스,극동에치팜(주),
플러스-온아이테인,(주)한국씨엔에스팜,
통쾌변,극동에치팜(주),
코건강,안국건강(주),
케어-온비타민D2000IU,(주)한국씨엔에스팜,
바이오리브장건강프로바이오틱스S,주식회사노바렉스,
에이피(AP)6종혼합유산균,일동바이오사이언스(주),
지근억비피더스베이비브이엔,(주)비피도,
진세노사이드23,(주)팜텍코리아,
MSM미라클,극동에치팜(주),
마시는고려은단비타민C,경북과학대학식품공장,
옵티멀마그네슘,(주)한국씨엔에스팜,
비타큐프리미엄멀티비타민,콜마비앤에이치(주)음성공장,
장쾌삼홍삼정일품플러스,대동고려삼(주),
프로바이오틱스BG(Probio-TecBG-VCap-4.9),(주)빅솔반월공장,
프로바이오텍에이비브이캡-4(Probio-TecAB-VCap-4),(주)빅솔반월공장,
마이비,(주)HK바이오텍,
가르시니아슬림업다이어트(레몬맛),(주)안신,
트리플다이어트,코스맥스바이오(주),
저온진공건조홍삼분말골드,주식회사진산사이언스,
라파플러스비타민C,주식회사한국바이오건강,
레모플러스,주식회사한국바이오건강,
유렉스프로바이오틱스(Probio-TecHU-Vcap-5),(주)빅솔반월공장,
키즈멀티비타민19종,(주)서흥,
333프로그램홍삼정차,주식회사네추럴웨이,
날씬공주,(주)한국씨엔에스팜,
성인멀티비타민20종,(주)서흥,
비타민스토리맥스프리미엄비타민E,극동에치팜(주),
뷰클린,(주)한국씨엔에스팜,
씨엠에프150,코스맥스바이오(주),
"리제니케어.A,알브라이트멀티팩",(주)네이처텍,
미스가르시니아,코스맥스바이오(주),
맘앤베이비멀티비타민&미네랄오메가3,(주)한국씨엔에스팜,
골드트리플엑스,종근당건강(주),
엽산600&비타민D,한국바이오팜(주),
P프로폴리스,(주)서흥,
12종혼합유산균3,(주)쎌바이오텍,
파워진캡골드,(주)다정,
비바플러스에이치엑스비타,코스맥스바이오(주),
그린커피빈다이어트,(주)서흥,
건강한눈루테인,극동에치팜(주),
루테인,(주)서흥,
매직슬림다이어트,(주)서흥,
헬시비타민C&D,주식회사노바렉스,
키-원,원광제약주식회사,
다이어트파워,코스맥스바이오(주),
발효홍삼정골드,대동고려삼(주),
보타바이오레드,(주)다스코바이오,
에센셜오메가,(주)서흥,
다이어트가르시니아,(주)서흥,
동결건조마늘분말DH,(주)메디언스,
보타바이오포에브리원,(주)다스코바이오,
다운-화이바,(주)한풍네이처팜,
홍삼농축액9.6,종근당건강(주),
조아식물성오메가3,(주)알피바이오,
힙스화이바센스클린,(주)비오팜,
힙스다이어트키토산3000,(주)비오팜,
프로폴리스엑스피골드,주식회사한미양행,
파워볼란테,주식회사한미양행,
더징크디,네이처퓨어코리아(주),
보타바이오파워,(주)다스코바이오,
보타바이오프리미엄,(주)다스코바이오,
수용성키토산,아미코젠(주)문산공장,
맘스초이스칼슘,콜마비앤에이치(주)음성공장,
동결건조마늘분말,(주)하티,
바이오리브장건강프로바이오틱스,주식회사노바렉스,
버퍼드비타민C1000,주식회사노바렉스,
진품백수오홍삼,(주)서흥오창공장,
아이케어,(주)서흥,
아이타민,(주)아리바이오에이치앤비,
웰뮨,(주)내츄럴엔도텍,
관절및연골건강에도움을줄수있는자애보관절건강,(주)아오스,
한삼인발효홍칸똘이,(주)농협홍삼,
츄어블프로폴리스,(주)알피바이오,
시너지10종혼합유산균,일동바이오사이언스(주),
수용성청정프로폴리스,(주)농업회사법인비엔케어,
아이디비제이씨바이오믹스7분말,일동바이오사이언스(주),
웰리브MSM100,주식회사토모,
오리지널캅셀,(주)해림후코이단,
아이락비,(주)아리바이오에이치앤비,
간소단,(주)비오팜,
BELLPROBIOTICSPLUS(전량수출용),이앤에스(주),
종합비타민미네랄망고요구르트맛,(주)한국씨엔에스팜,
종근당파워칼슘앤마그네슘,이앤에스(주),
칼슘마그네슘프리미엄,(주)네추럴에프앤피2공장,
롱리치헬스케어기력정,엠에스바이오텍(주),
리버케어,동서바이오팜(주),
에버플라본석류,코스맥스바이오(주),
굿모닝로얄올포원젤,코스맥스엔비티(주),
6년근고려홍삼정골드(gold),태웅식품(주),
베이비락토베베생유산균,종근당건강(주),
혼합유산균12종디에스(DS),(주)메디오젠,
혼합유산균9종엘,(주)메디오젠,
혼합유산균12종NR(엔알),(주)메디오젠,
혼합유산균12종MG(엠지),(주)메디오젠,
프로폴리스분말골드,(주)농업회사법인비엔케어,
클로렐라700,네이처퓨어코리아(주),
케이프워터믹스,(주)한풍네이처팜,
케어드름,(주)바이오리듬,
에버리진화이버,(주)한풍네이처팜,
릴렉스알파테아닌,네이처퓨어코리아(주),
감마리놀렌산골드,극동에치팜(주),
비트젠,코스맥스엔비티(주),
플렉시드오일,(주)유니쎌팜,
프리미엄녹차카테킨,한국바이오팜(주),
알티지오메가3,(주)한국씨엔에스팜,
옥타코사놀플러스,이앤에스(주),
식이섬유화이버,극동에치팜(주),
루안스피루리나,(주)이에스바이오텍,
고려홍삼차골드,금산덕원인삼약초영농조합법인,
맛있는홍삼분,(주)뉴팜,
흡수가좋은칼슘비타민D,풀무원건강생활(주),
프로바이오틱스,(주)한국씨엔에스팜,
정상적인면역기능에필요한이뮨비타플러스,코스맥스엔비티(주),
나토키나제플러스,극동에치팜(주),
한국호간단,(주)아리바이오에이치앤비,
프리미엄s,엠에스바이오텍(주),
튼튼아프리미엄어린이액상비타민,엠에스바이오텍(주),
슬림라인101다이어트,(주)네이처텍,
닥터나토키나제골드,(주)한국씨엔에스팜,
메가나토키나제프리미엄,(주)한국씨엔에스팜,
비타민D1080IU,극동에치팜(주),
리바이오틱스우먼,엠에스바이오텍(주),
리바이오틱스키즈,엠에스바이오텍(주),
감태추출물,(주)에스앤디,
비타녹스,주식회사노바렉스,
한국야쿠르트혼합프로바이오틱스,(주)에치와이평택공장,
엔셀린-PS,(주)한국씨엔에스팜,
마늘의힘,주식회사노바렉스,
인터플러스13,(주)한풍네이처팜,
힙스다이어트가르시니아컷,(주)비오팜,
혼합유산균엘,(주)메디오젠,
헤모철플러스엽산,주식회사한미양행,
프로바이오틱스슈퍼19,(주)비오팜,
키성장솔루션업에스,(주)서흥오창공장,
키성장솔루션업,(주)서흥오창공장,
에스테라Ⅰ,(주)서흥,
에이엔씨닥터그린,(주)한국씨엔에스팜,
쁘띠앤포비타,주식회사노바렉스,
닥터썬디드롭스1000IU,(주)팜텍코리아,
다온올뷰티,(주)팜텍코리아,
닥터썬디드롭스400IU,(주)팜텍코리아,
다온올파워,(주)팜텍코리아,
마법의키토산다이어트,주식회사한미양행,
비앤씨에이,(주)유유헬스케어,
요거젤망고맛,(주)서흥오창공장,
프리미엄비타민C1000분말,(주)에스엘에스,
파이브롤-에스(Fibrol-S),(주)다스코바이오,
닥터알린,코스맥스바이오(주),
고려인삼정캡슐류,(주)농협홍삼,
고려인삼정캡슐당,(주)농협홍삼,
철분엽산프리미엄,(주)네추럴에프앤피2공장,
에스테라Ⅱ,(주)서흥,
메모리-큐,(주)생명과학,
에이치에스-키퍼(HS-Keeper),한국바이오팜(주),
오프10,주식회사한미양행,
에이치에스-파워(HS-Power),한국바이오팜(주),
모닝07,주식회사한미양행,
닥터웰빙,(주)바이오로제트,
비클프로,극동에치팜(주),
동결건조마늘분말,재단법인남해마늘연구소,
홍삼플러스20,(주)아리바이오에이치앤비,
한삼인발효홍삼고골드,(주)농협홍삼,
그린커피빈버닝다이어트,콜마비앤에이치(주)음성공장,
에스(S)키토톡,엠에스바이오텍(주),
씨엠씨120,(주)네추럴에프앤피2공장,
마늘신(辛)(수출명:바이탈갈릭(VitalGarlic)),코스맥스바이오(주),
3-스텝활성유산균,(주)서흥,
한국보간성,(주)뉴메드,
프리미엄옥타코사놀골드,주식회사한미양행,
프로바이오틱스장용캡슐,(주)유유헬스케어,
프레미엄(Premium)슘,엠에스바이오텍(주),
킨에스그린,엠에스바이오텍(주),
초이스츄어블칼슘앤비타민D,네이처퓨어코리아(주),
옵티마효모디앤아연(옵티마효모D&Zn),(주)한풍네이처팜,
일동비피도박테리움롱검분말,일동바이오사이언스(주),
멀티비타민30+,엠에스바이오텍(주),
티이아이-디오백(TEI-D500),주식회사노바렉스,
나토엔자임,(주)다스코바이오,
비젼플러스멀티비타민,엠에스바이오텍(주),
원셀프다이어트,콜마비앤에이치(주)음성공장,
바디엔화이바(body&fiber),엠에스바이오텍(주),
톡톡2,엠에스바이오텍(주),
비타민B컴플렉스C,네이처퓨어코리아(주),
오비오,코스맥스엔비티(주),
악마다이어트아쿠아프리미엄망고맛,콜마비앤에이치(주)음성공장,
액티브비타민D400,네이처퓨어코리아(주),
구원난황레시틴,(주)유니쎌팜,
휴근,(주)한국파비스알엔디,
홍삼옥타코사놀,코스맥스바이오(주),
쿨앤쿨,동서바이오팜(주),
아쿠아옥타코사놀5.0,(주)유니쎌팜,
엘코민비타민,한국바이오팜(주),
슈퍼뉴트리션,코스맥스바이오(주),
그린커피빈다이어트알파,(주)한국씨엔에스팜,
스피루리나,(주)네추럴에프앤피2공장,
엠에스엠100,극동에치팜(주),
홍삼진액청,(주)아모레퍼시픽,
헬스트리엠오리지널,(주)유유헬스케어,
한국호간원,(주)유니쎌팜,
피로개선엔,(주)보고신약논산공장,
아연30,네이처퓨어코리아(주),
비타민DZn포텐,(주)한국씨엔에스팜,
간앤눈밀크씨슬루테인,(주)한국씨엔에스팜,
비타민BC포텐,(주)한국씨엔에스팜,
홍삼농축액17,농업회사법인(주)삼흥,
트리플비프로폴리스캡슐,주)팜크로스,
6년근고려홍삼정골드플러스,태웅식품(주),
비피도박테리움HY8001유산균분말(BifidobacteriumHY8001),(주)에치와이평택공장,
닥터오메가-3메모리,(주)한풍네이처팜,
Gluvitasoftcapsule(수출용),(주)유니쎌팜,
셀로맥스명품코랄플러스,주식회사노바렉스,
Gluthionetablet(수출용),(주)유니쎌팜,
닥터써니디연질캡슐5000IU,(주)알피바이오,
썬디연질캡슐5000IU,(주)알피바이오,
리바이탈,엠에스바이오텍(주),
락토바실러스카제이HY2743유산균분말(LactobacilluscaseiHY2743),(주)에치와이평택공장,
쏘팔메토,(주)다스코바이오,
프리바이오틱스FOS프락토올리고당,코스맥스바이오(주),
퓨리비타멀티비타민,(주)한풍네이처팜,
인삼농축액플러스,대동고려삼(주),
비타민C500오렌지맛,주식회사한미양행,
눈건강엔루테인,(주)한국씨엔에스팜,
내몸애(愛)에너지플러스B,주식회사노바렉스,
바디엔자임(body&xime),엠에스바이오텍(주),
이엔케이정상면역17유산균,(주)한풍네이처팜,
고려홍삼정골드홍삼성분캅셀,홍삼나라주식회사,
스키니걸즈키토산4500mg,극동에치팜(주),
고려영지정골드캅셀,홍삼나라주식회사,
관절애오리지널,(주)유유헬스케어,
프로바이오틱스,코스맥스바이오(주),
닥터시크릿톡(Dr.secrettalk),농업회사법인(주)힐링팜,
프로비아90,(주)비오팜,
토비테인,주식회사한미양행,
식후혈당상승억제,태웅식품(주),
곰삭이엠에스엠,(주)아오스,
퓨어철분,(주)한국씨엔에스팜,
튼튼닷컴나토키나제프리미엄,주식회사노바렉스,
츄어블칼슘마그네슘,콜마비앤에이치(주)음성공장,
쎌티아이키즈(CellTiKIDS),주식회사셀로닉스,
요조레이디드림핏가르시니아,콜마비앤에이치(주)음성공장,
오큐테인3,코스맥스엔비티(주),
머슬펌프게이너,주식회사노바렉스,
예비채블루본타민(수출명:비트믹스(VitMix)),코스맥스바이오(주),
리생,(주)네추럴에프앤피2공장,
애터미파인(Fine)자임(수출용),콜마비앤에이치(주)음성공장,
이지미프로바이오틱스플러스,(주)비피도,
홍삼골목대장프리미엄,(주)유니쎌팜,
홍삼활력청,풀무원건강생활(주),
홍관절프리미엄,(주)한국씨엔에스팜,
톡톡아이오메가3,코스맥스바이오(주),
지쏘파워,극동에치팜(주),
고려태극인삼정캡슐,주식회사동진제약,
더웰스건강한간간케어밀크씨슬,주식회사한국바이오건강,
바이오엑스정,주식회사노바렉스,
